gene_id	gene_name	SAMN36978213_MG	SAMN36978214_MG	SAMN36978215_MG	SAMN36978216_A1G	SAMN36978217_A1G	SAMN36978218_A1G	SAMN36978219_GC	SAMN36978220_GC	SAMN36978221_GC
ENSMUSG00000020010	Vnn3	63.810629	45.55784	59.483691	52.381519	48.086236	47.578595	37.095687	39.757974	38.117624
ENSMUSG00000020014	Cfap54	0.286355	0.122801	0.479479	0.339991	0.133429	0.17825	0.082168	0.175803	0.11198
ENSMUSG00000020015	Cdk17	7.078912	5.370258	5.828962	6.790641	6.940847	6.08286	6.485286	5.031406	5.654912
ENSMUSG00000020017	Hal	140.738918	109.319803	130.05265	77.110033	106.99739	84.23196	86.934894	79.845818	63.587282
ENSMUSG00000020018	Snrpf	19.917209	18.597854	22.417543	23.536421	20.582019	32.04753	16.16269	21.074101	18.444025
ENSMUSG00000020019	Ntn4	1.677735	2.00924	2.208574	2.814696	1.836355	2.414378	1.367095	1.474766	0.915612
ENSMUSG00000020020	Usp44	0	0	0	0	0	0	0	0	0
ENSMUSG00000020021	Fgd6	13.755008	9.109492	11.313601	14.36833	13.923553	9.257398	20.234441	7.746892	5.326927
ENSMUSG00000020022	Ndufa12	103.548034	118.096027	110.567563	119.19619	136.073372	155.190075	120.005794	145.968622	111.942219
ENSMUSG00000020023	Tmcc3	3.814319	3.306995	3.260409	5.575833	5.770952	4.699595	4.948752	2.896697	2.06034
ENSMUSG00000020024	Cep83	2.952315	2.426672	3.065017	3.287397	2.616148	3.213529	2.141565	2.273403	2.102993
ENSMUSG00000020027	Socs2	13.9946	47.8955	59.188465	38.537029	9.295654	9.425054	9.443584	18.486328	15.569381
ENSMUSG00000020029	Nudt4	79.60656	75.408466	67.15172	77.312703	82.686248	59.225183	80.22363	72.42268	63.42849
ENSMUSG00000020032	Nuak1	0.82207	0.452393	0.486904	1.493239	1.078149	1.165202	1.061911	0.584268	0.324402
ENSMUSG00000020033	4930463O16Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000020034	Tcp11l2	9.703868	6.215124	7.926109	3.74929	4.229308	3.191734	6.751544	4.374085	5.769945
ENSMUSG00000020037	Rfx4	1.051402	0.38521	0.534843	0.496431	0.656433	0.849371	0.568701	0.268268	0.203948
ENSMUSG00000020038	Cry1	27.429061	30.021184	36.767311	34.8713	33.944854	26.814495	30.768061	24.479296	23.63058
ENSMUSG00000020042	Btbd11	0.287814	0.24472	0.091905	0.373402	0.09583	0.152302	0	0.128119	0.087767
ENSMUSG00000020044	Timp3	5.864384	7.29728	7.565331	6.90356	6.820571	9.633977	5.281078	6.325637	3.359054
ENSMUSG00000020048	Hsp90b1	989.249511	1087.844341	981.373979	722.825407	460.923888	875.575293	410.85876	358.437962	293.720468
ENSMUSG00000020051	Pah	595.531625	780.38454	703.126036	631.800149	704.927571	560.834752	692.301533	744.772227	585.176077
ENSMUSG00000020052	Ascl1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020053	Igf1	473.105811	520.881916	510.961589	375.310727	328.034864	344.816813	382.138461	409.194415	392.700656
ENSMUSG00000020056	Ccdc53	17.562328	17.713594	15.66746	19.460154	19.746187	17.598079	16.546099	18.195084	12.616279
ENSMUSG00000020057	Dram1	0.383624	0.253197	0.034778	0.303568	0.196834	0.05312	0.383723	0.238091	0.226633
ENSMUSG00000020059	Sycp3	0	0.091604	0	0	0	0.179724	0	0.134296	0.068145
ENSMUSG00000020061	Mybpc1	0	0.166776	0	0	0	0.018164	0	0	0
ENSMUSG00000020062	Slc5a8	0	0	0	0	0	0	0	0	0.024279
ENSMUSG00000020063	Sirt1	3.178949	5.106471	3.991784	4.743156	5.121832	4.620914	4.896026	3.273924	3.100622
ENSMUSG00000020064	Herc4	15.055269	13.881636	14.997498	15.079138	14.755511	12.194317	15.28136	13.416073	10.951584
ENSMUSG00000020067	Mypn	0	0.051884	0.016229	0.010963	0.116905	0.012063	0.029646	0.010433	0.043392
ENSMUSG00000020069	Hnrnph3	14.255444	10.977342	13.059848	12.178686	11.479588	14.473743	16.151594	13.075262	12.343328
ENSMUSG00000020070	Rufy2	1.036161	1.155196	0.883146	1.058405	1.527398	1.553413	1.416568	0.752722	0.626725
ENSMUSG00000020072	Pbld2	260.039678	240.200495	238.485215	205.726474	211.633521	197.05963	167.339274	148.749235	159.713878
ENSMUSG00000020074	Ccar1	13.166321	16.010899	17.315119	12.832978	14.028372	15.025832	12.29828	12.890463	9.888263
ENSMUSG00000020075	Ddx21	12.343469	16.743531	19.202579	14.174855	12.690638	23.934853	12.018567	12.966975	7.87837
ENSMUSG00000020076	Ddx50	31.436271	39.358498	35.986202	33.054804	27.141277	35.01752	29.043341	23.26398	17.530648
ENSMUSG00000020077	Srgn	12.437106	9.359124	10.711857	8.538395	8.524938	14.779467	7.110786	9.261474	6.487412
ENSMUSG00000020078	Vps26a	21.560166	21.238116	21.654241	21.408651	20.443196	21.840844	19.649385	16.714049	14.316526
ENSMUSG00000020079	Supv3l1	10.55725	9.215233	9.901225	10.233178	10.859918	12.244908	7.544769	10.111188	5.533395
ENSMUSG00000020080	Hkdc1	0	0	0.024631	0.182539	0.019619	0.036509	0	0	0.033073
ENSMUSG00000020081	Tacr2	0	0	0	0	0	0	0	0	0
ENSMUSG00000020083	2010107G23Rik	2.12937	0.707854	0.710228	1.002714	1.757868	2.075627	1.521215	1.790655	1.379636
ENSMUSG00000020085	Aifm2	24.982277	22.632529	17.951577	19.760981	23.135494	23.470548	14.452315	16.289106	16.219986
ENSMUSG00000020086	H2afy2	0.213146	0.477481	0.342696	0.287003	0.372406	0.159307	0.310932	0.192858	0.287062
ENSMUSG00000020087	Tysnd1	40.810086	44.844891	45.071795	37.127948	37.252239	42.589276	32.702015	32.813682	33.085597
ENSMUSG00000020088	Sar1a	40.419898	49.100519	52.967056	42.972809	41.826884	44.249402	41.414739	39.788456	30.616001
ENSMUSG00000020089	Ppa1	255.860572	279.921048	256.45269	225.882364	224.154558	208.560899	173.934014	191.13325	168.402927
ENSMUSG00000020090	Npffr1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020091	Eif4ebp2	56.311297	54.931818	63.431665	66.580414	63.558136	73.058796	61.140694	43.264037	21.024877
ENSMUSG00000020092	Pald1	3.243235	3.311665	3.585627	3.46347	3.080519	3.123192	3.301399	2.672514	2.405892
ENSMUSG00000020096	Tbata	0	0	0	0	0	0	0	0	0
ENSMUSG00000020097	Sgpl1	30.879552	26.910326	31.202252	34.179732	37.649073	34.14735	28.982529	20.540084	17.708197
ENSMUSG00000020098	Pcbd1	426.437756	400.226792	390.130693	384.581986	369.074111	409.719438	341.996398	382.008846	359.857011
ENSMUSG00000020099	Unc5b	0.964455	0.92426	1.344545	1.370416	1.988752	1.840985	1.278862	1.260756	0.749683
ENSMUSG00000020100	Slc29a3	1.185754	0.909766	0.982858	1.091704	1.254562	1.512876	3.175019	1.117978	0.767604
ENSMUSG00000020101	4632428N05Rik	1.771473	1.9313	1.941699	2.557666	1.803294	2.789724	0.858575	1.45133	0.819675
ENSMUSG00000020102	Slc16a7	49.346053	44.693756	57.464111	37.647964	36.306637	52.312144	22.537628	22.820748	25.970915
ENSMUSG00000020105	Lrig3	2.491658	2.977181	2.578298	3.153072	2.577171	2.350254	2.543855	2.410509	2.136403
ENSMUSG00000020107	Anapc16	30.17373	27.963299	30.309538	28.975893	25.458714	22.199641	27.51531	27.46007	25.934375
ENSMUSG00000020108	Ddit4	10.241815	10.797411	3.947643	7.646251	10.084345	6.780031	10.482193	12.036186	8.906515
ENSMUSG00000020109	Dnajb12	29.027098	26.94773	24.142357	25.258963	25.920835	29.65535	22.78196	20.389204	15.932482
ENSMUSG00000020111	Micu1	12.995648	11.216541	9.659543	10.03271	10.775213	11.382927	9.42792	6.895389	6.909526
ENSMUSG00000020114	Cand1	11.067821	15.647683	13.392176	23.084779	11.83242	16.860919	17.613861	11.749924	6.407465
ENSMUSG00000020115	Tbk1	11.045545	12.39665	14.356192	12.433957	8.777144	14.102934	9.224014	8.181106	6.350079
ENSMUSG00000020116	Pno1	35.493573	29.815771	34.394917	30.260858	32.726691	33.088718	33.399324	27.187154	27.226313
ENSMUSG00000020120	Plek	1.095421	0.474883	0.347228	0.803916	0.647792	0.996314	0.358379	0.608821	0.424943
ENSMUSG00000020121	Srgap1	0.168213	0.108124	0.089846	0.037953	0.063168	0.176948	0.051425	0.028655	0.096473
ENSMUSG00000020122	Egfr	56.536936	114.542705	90.291473	69.688351	64.081445	52.160363	112.645565	119.210768	85.954142
ENSMUSG00000020123	Avpr1a	23.762368	18.946989	24.276056	23.555718	23.654499	23.84329	21.414958	19.857879	15.321531
ENSMUSG00000020124	Usp15	16.601388	20.731448	20.501237	19.358656	16.08603	16.882217	18.592268	15.053571	11.335374
ENSMUSG00000020125	Elane	0.299238	0	0.483428	0.16128	0.095549	0	0	0.077945	0
ENSMUSG00000020128	Vps54	14.892646	14.929164	15.452753	14.198529	13.344935	15.54256	15.774781	12.67792	8.611681
ENSMUSG00000020130	Tbc1d15	17.803955	19.045811	19.049907	14.64695	13.598958	16.77489	14.398259	14.653396	11.945025
ENSMUSG00000020131	Pcsk4	5.746571	4.319448	2.842689	3.937605	5.176042	4.429026	3.43842	5.049923	5.04244
ENSMUSG00000020132	Rab21	29.321509	26.491873	26.883036	28.776187	28.086389	27.869126	21.095926	20.891053	15.889629
ENSMUSG00000020133	2310011J03Rik	12.383341	8.532346	9.677726	10.592408	10.512517	10.552866	9.771301	11.541977	6.975481
ENSMUSG00000020134	Peli1	9.980278	9.649739	9.704735	9.469508	9.120994	8.109172	9.21133	7.139895	5.966892
ENSMUSG00000020135	Apc2	0.046554	0.021977	0	0.01873	0	0	0.016621	0.006124	0.050205
ENSMUSG00000020137	Thap2	3.513237	3.315712	4.120686	3.996937	3.746748	2.840809	3.716082	3.13066	2.77416
ENSMUSG00000020140	Lgr5	1.234201	0.530741	0.387777	2.566063	1.62421	1.354814	1.472121	0.935819	0.816184
ENSMUSG00000020142	Slc1a4	0.456021	0.467175	0.801773	1.424416	1.041779	1.059435	0.791678	0.897146	0.735705
ENSMUSG00000020143	Dock2	0.339759	0.223818	0.312756	0.533913	0.284764	0.275708	0.374571	0.217064	0.134988
ENSMUSG00000020149	Rab1	84.058622	92.586996	99.441644	93.360608	81.969397	88.448628	83.230821	62.995542	63.322571
ENSMUSG00000020150	Gamt	142.083964	141.046536	138.330931	128.038436	171.743417	85.658836	143.920103	217.975824	204.079505
ENSMUSG00000020151	Ptprr	0	0	0.038762	0	0.031367	0	0	0	0
ENSMUSG00000020152	Actr2	49.508892	44.994133	48.093222	52.620659	47.567053	45.822683	47.52299	42.940005	36.966933
ENSMUSG00000020153	Ndufs7	141.979347	136.962201	147.680845	135.735426	158.287926	159.543115	138.522808	142.045787	144.866168
ENSMUSG00000020154	Ptprb	5.466553	5.369331	7.639026	7.608077	6.586174	8.549917	4.196984	3.945282	2.667047
ENSMUSG00000020155	Kcnmb1	0	0	0	0	0.017442	0	0	0	0
ENSMUSG00000020156	Mum1	4.230395	2.829339	3.746058	3.200478	4.518875	4.184601	4.293676	4.719355	2.412226
ENSMUSG00000020159	Gabrp	0	0.045958	0	0.019368	0	0.064924	0	0	0
ENSMUSG00000020160	Meis1	1.376829	1.311439	0.954719	1.257707	0.871656	1.45074	0.733432	1.210509	1.293163
ENSMUSG00000020163	Uqcr11	633.531788	696.330039	608.042575	709.446039	717.998803	613.138988	592.36831	810.969098	761.965804
ENSMUSG00000020164	Kcnmb4os1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020166	Cnot2	14.715772	17.320863	17.955024	17.515422	14.148675	18.491808	11.12552	10.985527	12.1734
ENSMUSG00000020167	Tcf3	7.706991	8.065575	6.113587	8.232433	7.621499	7.735346	9.72191	7.597093	5.854424
ENSMUSG00000020168	Olfr299	0	0	0	0	0	0	0	0	0
ENSMUSG00000020169	Best3	0	0	0	0	0	0.050265	0	0	0
ENSMUSG00000020170	Frs2	4.946795	4.349242	6.289051	5.399757	4.544241	5.281838	4.976347	3.409016	2.570463
ENSMUSG00000020171	Yeats4	17.945483	17.624076	17.257175	16.34613	15.89686	16.795116	10.798717	14.187838	11.562658
ENSMUSG00000020173	Cobl	5.566328	5.785549	3.360137	4.316819	4.858643	5.328077	3.962206	4.186085	3.824251
ENSMUSG00000020175	Rab36	0.316411	0	0.080627	0.090578	0.136419	0.047582	0.061708	0.391261	0.107892
ENSMUSG00000020176	Grb10	0.694991	0.964124	0.701548	1.318508	0.701983	0.684609	2.025296	1.626794	1.116127
ENSMUSG00000020177	9530003J23Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000020178	Adora2a	0.665336	0.986303	1.076508	1.57791	0.790696	0.78991	0.737894	0.324733	0.382723
ENSMUSG00000020180	Snrpd3	15.409439	12.653597	15.103774	14.676419	11.148613	18.664236	10.167135	11.252206	10.883132
ENSMUSG00000020181	Nav3	0	0	0	0	0	0.010272	0	0	0
ENSMUSG00000020182	Ddc	72.322003	73.095399	68.465164	75.358496	57.932168	75.466464	46.311388	46.600916	37.360261
ENSMUSG00000020183	Cpm	0.862167	0.780878	0.775141	0.779618	0.857851	0.783399	0.964466	0.732506	0.702398
ENSMUSG00000020184	Mdm2	16.261962	15.52281	21.360092	15.761932	16.164899	22.458246	11.266902	14.281753	11.83992
ENSMUSG00000020185	E2f7	0.437329	0.207772	0.301135	0.141251	0.103009	0.241123	0.022467	0.615631	0.084867
ENSMUSG00000020186	Csrp2	32.356083	32.822483	26.471608	39.751619	37.131377	32.842246	35.271212	36.351729	31.450587
ENSMUSG00000020189	Osbpl8	11.091443	10.488427	9.146044	15.735341	12.317884	9.344381	11.489418	6.734058	6.225011
ENSMUSG00000020190	Mknk2	48.173788	45.880746	39.30129	42.404015	52.758551	41.697957	69.009577	76.450698	61.906446
ENSMUSG00000020191	4930415F15Rik	0	0.139043	0	0	0.77251	0	0	0.62273	0
ENSMUSG00000020193	Zpbp	0	0	0	0	0	0	0	0	0
ENSMUSG00000020196	Cabin1	2.693073	2.43089	3.403363	2.335077	2.630352	4.045222	2.376368	1.709612	1.38238
ENSMUSG00000020198	Ap3d1	19.634117	18.565724	18.538082	15.895198	15.332044	18.796444	14.76212	13.824973	10.34847
ENSMUSG00000020205	Phlda1	45.012368	50.935292	105.768304	191.649005	161.285286	35.35104	116.589012	48.641129	33.689734
ENSMUSG00000020211	Sf3a2	16.698631	14.662193	16.697604	9.631663	13.861556	12.321422	9.68143	10.127923	10.839431
ENSMUSG00000020212	Mdm1	0.312904	0.47386	0.124898	0.385849	0.487667	0.258005	0.084859	0.364789	0.197742
ENSMUSG00000020213	Glipr1l1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020214	Glipr1l2	0	0	0	0	0	0	0	0	0
ENSMUSG00000020216	Jsrp1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020218	Wif1	0	0.336948	0.138923	0.029805	0	0	0	0.027995	0.054702
ENSMUSG00000020219	Timm13	63.356333	73.50398	55.828142	61.423333	66.260773	65.088637	57.14064	70.866201	59.516054
ENSMUSG00000020220	Vps13d	35.173452	21.564685	26.348757	19.404764	19.922123	22.01771	16.517729	22.652612	25.313741
ENSMUSG00000020224	Llph	31.470517	28.61199	26.86142	26.848102	32.722934	43.189691	24.540853	31.886491	22.456313
ENSMUSG00000020225	Tmbim4	83.841279	83.616989	75.632918	81.776653	66.386891	74.157774	62.486497	72.15493	72.321682
ENSMUSG00000020226	Slc5a4b	0	0	0	0	0	0	0	0	0
ENSMUSG00000020227	Irak3	0.40309	0.295175	0.533541	0.298806	0.213615	0.113547	0.162637	0.246294	0.234776
ENSMUSG00000020228	Helb	5.537152	4.961029	4.074741	5.057658	4.491674	5.168413	3.701799	4.067178	2.82238
ENSMUSG00000020229	Slc5a4a	0	0	0	0	0	0	0	0	0
ENSMUSG00000020230	Prmt2	0.34074	0.037977	0.450334	0.644963	0.181672	0.430841	0.37397	0.264818	0.337188
ENSMUSG00000020231	Dip2a	0.455186	0.441129	0.352155	0.602089	0.771088	0.453246	0.577017	0.49152	0.263475
ENSMUSG00000020232	Hmg20b	23.918075	23.915763	20.668786	28.816549	28.392716	26.676517	25.170326	27.075091	24.172571
ENSMUSG00000020234	4930404N11Rik	1.754634	0.470427	1.270114	1.345829	0.995668	0.276126	0.602835	0.449988	1.437592
ENSMUSG00000020235	Fzr1	4.81732	4.525696	5.63735	6.742803	7.285172	6.817474	4.650229	4.870191	4.049942
ENSMUSG00000020238	Ncln	29.192858	29.846093	43.592035	41.259639	26.417554	39.476043	37.131774	31.202687	26.198956
ENSMUSG00000020241	Col6a2	0.389338	0.599378	0.793857	0.929831	0.856959	0.580595	0.669955	1.019357	0.509475
ENSMUSG00000020246	Hcfc2	4.873347	6.364963	7.208058	11.752234	3.788718	6.516617	6.534168	3.950913	3.443103
ENSMUSG00000020248	Nfyb	22.072484	27.046996	22.188418	24.266462	19.54066	27.430168	19.297263	15.084193	14.543436
ENSMUSG00000020250	Txnrd1	59.673394	64.24127	70.554758	72.333872	62.183718	92.674913	47.573797	46.438286	35.188011
ENSMUSG00000020251	Glt8d2	0.055913	0	0.13441	0.060471	0.036062	0.063281	0	0.134068	0.058703
ENSMUSG00000020253	Ppm1m	10.468988	10.916384	6.391474	8.231461	9.109826	6.77453	6.687278	7.16973	9.093966
ENSMUSG00000020255	D10Wsu102e	5.99415	7.149692	7.226274	6.170954	5.880819	9.064195	4.11825	4.326001	3.566692
ENSMUSG00000020256	Aldh1l2	0.028262	0.060982	0.203837	0.061178	0.081718	0.085964	0.269687	0.043383	0.009674
ENSMUSG00000020257	Wdr82	17.613091	18.824418	18.939378	21.934667	19.303763	23.849456	17.981014	16.731245	13.501169
ENSMUSG00000020258	Glyctk	172.959863	185.013506	179.13994	182.685779	185.374298	183.087208	169.323548	164.383737	97.037725
ENSMUSG00000020260	Pofut2	8.482155	7.565406	9.635709	9.59776	11.101498	9.575985	8.661921	8.621349	7.331335
ENSMUSG00000020261	Slc36a1	11.496218	7.889298	7.337955	8.338373	9.059094	9.590299	8.595067	5.798211	4.581596
ENSMUSG00000020262	Adarb1	2.321274	2.386621	4.159208	2.409154	3.14355	2.948228	3.413412	2.651279	2.816747
ENSMUSG00000020263	Appl2	9.739788	8.134149	8.816337	7.642952	8.435511	9.437207	7.161723	7.660029	9.047734
ENSMUSG00000020264	Slc36a2	0	0	0	0	0	0	0	0	0
ENSMUSG00000020265	Sumo3	86.282775	72.722515	77.798787	95.249753	84.453448	81.859947	69.587994	64.876874	46.953356
ENSMUSG00000020267	Hint1	421.506845	437.497851	454.59245	462.002458	455.125553	518.971738	385.589653	430.359152	365.017543
ENSMUSG00000020268	Lyrm7	0.752925	2.027387	1.712867	1.727076	0.504641	2.808192	9.522628	1.61137	1.596798
ENSMUSG00000020270	Smim23	0	0	0	0	0	0	0	0	0
ENSMUSG00000020271	Fbxw11	18.160087	19.990672	18.459149	12.68144	20.799925	17.212064	14.429971	13.75225	7.392069
ENSMUSG00000020272	Stk10	0.715905	0.728191	0.82742	1.127483	0.565503	0.902403	0.446412	0.641507	0.362689
ENSMUSG00000020273	Papolg	2.832775	1.730914	2.375112	2.08793	2.707842	2.479397	2.928008	1.827725	1.595846
ENSMUSG00000020275	Rel	0.949587	1.235671	1.808108	1.446415	1.127337	1.18615	1.037994	0.972058	0.676277
ENSMUSG00000020277	Pfkl	13.08695	11.949626	13.394197	11.798712	11.700183	12.611267	14.810254	11.978572	10.149743
ENSMUSG00000020279	Il9r	0	0	0	0	0	0.03997	0	0	0
ENSMUSG00000020280	Pus10	7.669188	6.227304	6.807884	9.278607	7.162338	7.158138	7.683339	5.955697	4.445442
ENSMUSG00000020282	Rhbdf1	1.287598	2.667262	1.450124	1.836559	2.164355	1.928234	2.288812	1.833659	1.372217
ENSMUSG00000020283	Pex13	26.226533	21.362631	22.265948	24.15313	20.932269	25.955062	20.011637	17.269648	15.602459
ENSMUSG00000020284	1810043G02Rik	3.543109	5.104098	2.570788	2.400039	2.771622	1.884146	3.569742	2.188305	1.826701
ENSMUSG00000020286	1700093K21Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000020287	Mpg	3.813087	4.356916	4.779648	5.94259	4.988538	5.553981	5.07844	4.256078	3.271191
ENSMUSG00000020288	Ahsa2	36.09555	50.089732	48.04441	43.08829	43.614098	58.019144	37.638138	37.199125	30.303098
ENSMUSG00000020289	Nprl3	11.114209	15.492412	13.173207	11.562639	12.625991	14.572018	18.949726	10.76709	8.044873
ENSMUSG00000020290	Xpo1	14.146216	12.944855	11.999199	14.889259	13.500439	24.987812	16.208381	12.66723	9.444705
ENSMUSG00000020295	Hbq1a	0	0	0	0	0	0	0	0	0
ENSMUSG00000020297	Nsg2	0	0	0.051502	0	0	0	0	0	0
ENSMUSG00000020299	4930524B15Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000020300	Cpeb4	24.955137	21.647175	25.553214	28.929684	19.691782	18.869659	16.894832	12.265497	11.41421
ENSMUSG00000020303	Stc2	0	0	0.643554	0.106676	0	0	0.164834	0.028931	0.346197
ENSMUSG00000020305	Asb3	3.13663	2.99763	2.825995	1.814429	1.783863	2.227379	1.67581	1.7205	1.268097
ENSMUSG00000020307	Cdc34	87.809521	99.235805	93.268403	86.757505	87.168913	131.3463	65.675117	78.488268	76.942555
ENSMUSG00000020308	Tpgs1	30.856048	31.141768	21.70573	23.185548	26.282021	19.852715	19.738356	23.37068	24.429346
ENSMUSG00000020309	Chac2	34.660062	32.073368	36.539147	34.890292	28.886467	28.322134	31.876987	30.051423	27.050926
ENSMUSG00000020310	Madcam1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020311	Erlec1	12.016598	12.850989	12.997056	11.783527	9.955052	13.636799	11.910551	12.672329	9.979891
ENSMUSG00000020312	Shc2	0.103712	0	0.084336	0.105512	0.131109	0.020628	0.087346	0.217792	0.056529
ENSMUSG00000020315	Sptbn1	12.08665	10.520207	11.588959	13.350101	11.604441	15.360187	13.342955	10.429297	8.747328
ENSMUSG00000020317	Theg	0	0	0	0	0	0	0	0	0
ENSMUSG00000020319	Wdpcp	2.386595	1.138991	1.349461	0.706347	0.651617	0.53567	0.71188	1.558274	0.286632
ENSMUSG00000020321	Mdh1	424.894338	424.606859	381.956552	424.337666	448.863555	387.40009	385.021765	413.823712	376.554958
ENSMUSG00000020323	Prss57	0	0	0	0	0	0	0	0	0
ENSMUSG00000020325	Fstl3	0.237246	0.115565	0.244031	0.085201	0.100858	0.072332	0.131881	0.126167	0.170147
ENSMUSG00000020326	Ccng1	13.845135	15.367838	14.540148	14.111223	14.291055	16.593755	14.224042	10.980484	8.833936
ENSMUSG00000020327	Fgf22	0	0	0	0	0	0	0	0	0
ENSMUSG00000020328	Nudcd2	25.660011	18.324406	30.045926	33.855263	38.142364	28.509092	24.38804	34.809616	21.516116
ENSMUSG00000020329	Polrmt	12.531208	9.635759	8.743672	13.054948	8.954944	10.908903	9.494304	13.488914	11.4712
ENSMUSG00000020330	Hmmr	0.030348	0	0.024357	0	0.169853	0	0.044783	0.045837	0.047158
ENSMUSG00000020331	Hcn2	0.115237	0.392474	0	0.100447	0.203048	0.200483	0.449155	0.104663	0.170554
ENSMUSG00000020332	Meikin	0	0	0	0	0	0	0	0	0
ENSMUSG00000020333	Acsl6	0	0.029696	0	0	0	0.030224	0	0.051656	0.026898
ENSMUSG00000020334	Slc22a4	1.655038	1.892644	0.791361	1.475942	0.768007	1.655429	2.570917	1.171595	1.251595
ENSMUSG00000020335	Zfp354b	3.39643	1.412239	1.137996	2.50293	0.787303	1.25335	0.936505	1.012841	1.369759
ENSMUSG00000020340	Cyfip2	0.298116	0.110657	0.124215	0.130847	0.277138	0.310293	0.113731	0.097079	0.109842
ENSMUSG00000020346	Mgat1	43.825297	49.740332	41.383226	43.445409	43.507364	35.76935	35.542235	31.532917	30.849972
ENSMUSG00000020349	Ppp2ca	24.364364	24.684207	26.706618	24.038203	21.611142	25.159708	19.677017	20.278035	17.260646
ENSMUSG00000020354	Sgcd	0	0.050916	0	0	0	0	0	0	0
ENSMUSG00000020357	Flt4	4.035805	3.260701	4.714867	2.863933	3.339207	4.204791	2.756933	2.370219	1.275064
ENSMUSG00000020358	Hnrnpab	125.065388	134.817303	142.174717	124.164479	117.378098	143.208935	98.569696	115.784974	100.11154
ENSMUSG00000020359	Phykpl	9.458966	6.666512	9.185094	6.774598	5.829832	7.818567	7.644619	4.742801	7.924097
ENSMUSG00000020361	Hspa4	61.584763	57.155465	74.677044	67.651853	49.396138	70.151744	40.649991	51.471505	37.241989
ENSMUSG00000020362	Cnot6	13.256108	13.561484	14.121522	13.176537	12.608853	15.57396	16.683486	8.968007	7.41843
ENSMUSG00000020363	Gfpt2	0.038571	0	0.092686	0.208849	0.149294	0.301186	0.028326	0.217114	0.06119
ENSMUSG00000020364	Zfp354a	3.818261	5.014735	3.568115	3.113768	3.931995	3.847382	7.231653	1.756806	4.385008
ENSMUSG00000020366	Mapk9	19.085067	19.364202	17.995052	20.808547	19.992061	23.211249	17.473629	11.494166	10.234339
ENSMUSG00000020368	Canx	214.530505	230.770036	215.838021	216.30269	175.391898	203.294526	177.753595	137.60678	105.11195
ENSMUSG00000020372	Gnb2l1	224.991853	248.02399	305.67789	246.260239	256.73188	285.074953	245.480192	302.07574	275.17249
ENSMUSG00000020374	Rasgef1c	0	0	0	0	0	0	0	0	0
ENSMUSG00000020375	Rufy1	12.542401	9.637909	9.276739	10.690826	9.494153	10.245362	8.985103	7.777497	7.354084
ENSMUSG00000020376	Rnf130	58.290468	53.709614	54.616306	59.029291	58.678188	60.661113	49.395564	44.202717	35.22643
ENSMUSG00000020377	Ltc4s	0.525522	0	0.428358	0.979121	0.660864	2.358801	0	1.3914	0.852177
ENSMUSG00000020380	Rad50	2.273366	2.242833	1.575671	3.517841	1.45106	2.322572	1.884216	1.319126	1.248843
ENSMUSG00000020381	3010026O09Rik	4.756991	1.157868	1.505684	2.849466	3.783131	2.28852	4.348283	3.355668	4.090381
ENSMUSG00000020383	Il13	0	0	0	0	0	0	0	0	0
ENSMUSG00000020385	Clk4	19.942272	24.109424	33.155128	19.554775	24.026279	29.000738	21.822114	19.117341	21.888305
ENSMUSG00000020386	Sar1b	298.125833	305.438005	319.268616	323.92712	323.466919	331.920177	289.102623	268.937241	264.10362
ENSMUSG00000020387	Jade2	2.569958	2.187675	2.303105	2.861238	3.182855	2.090669	3.432344	3.228158	1.394407
ENSMUSG00000020388	Pdlim4	0.742151	0.138881	0	0.764575	0.764995	0.195801	0.631838	1.08562	0.650165
ENSMUSG00000020389	Cdkl3	0.180688	0.535114	0.218353	0.046842	0.333155	0.107367	0	0.176342	0.045196
ENSMUSG00000020390	Ube2b	80.152495	76.653359	72.819121	65.24324	82.547896	65.779914	88.889357	68.798582	72.807723
ENSMUSG00000020392	Cdkn2aipnl	10.436443	9.09851	9.948526	9.818221	8.482831	8.497729	6.839649	9.281745	6.375792
ENSMUSG00000020393	Kremen1	3.722632	2.637893	2.46554	2.719542	3.282011	2.76649	3.082199	2.646382	2.410508
ENSMUSG00000020395	Itk	0.129094	0.033232	0.124272	0.084017	0.016659	0.124189	0	0.168322	0.054884
ENSMUSG00000020396	Nefh	0.027904	0	0.113821	0.029611	0.08718	0	0	0.014765	0.061904
ENSMUSG00000020397	Med7	16.725801	18.561482	16.343052	11.647863	16.879283	17.967181	11.337997	14.670815	11.923136
ENSMUSG00000020399	Havcr2	0.141459	0.084189	0.208989	0.070362	0.060744	0.028581	0	0.071722	0
ENSMUSG00000020400	Tnip1	4.963934	4.554345	3.705891	7.319515	3.660691	4.809982	2.033459	3.642094	2.922896
ENSMUSG00000020401	Fam71b	0	0	0	0	0	0	0	0	0
